symbol,timeframe,horizon_hours,horizon_bars,threshold,label_style,n_features,n,neutral_pct,up_pct,down_pct,balance,score,edge,n_folds,n_active_folds,med_accuracy,med_return,med_sharpe,med_win_rate,med_trades,prof_folds,reason
LINK/USD,8h,24,3,0.035,ternary,105,5275,0.7431279620853081,0.134218009478673,0.12265402843601896,0.9549815499907545,10.51584024733679,True,2,2,0.5953216374269006,0.07426178510402934,1.3029833501919685,0.42376160990712075,43.5,1,passes_all
LINK/USD,8h,36,4,0.05,ternary,105,5275,0.7880568720379147,0.11014218009478673,0.10180094786729858,0.9606440073413264,8.575438596491228,False,2,2,0.7087719298245614,-0.039942654851605766,-1.783177856908091,0.29258241758241754,29.5,0,"wr=0.29<0.36, prof=0%<34%, sharpe=-1.78<0.2"
LINK/USD,8h,36,4,0.025,ternary,105,5275,0.583127962085308,0.20853080568720378,0.20834123222748815,0.9995452478410182,6.758783411460739,False,2,2,0.2912280701754386,0.09316392733304256,1.717322310891479,0.39943074003795065,89.0,2,acc=0.29<0.36
LINK/USD,8h,36,4,0.018,ternary,105,5275,0.49933649289099524,0.25156398104265404,0.24909952606635072,0.9950776221226677,5.496984975029627,False,2,2,0.29064327485380115,0.08449060701647394,1.8031074240092189,0.4095918367346939,99.0,1,acc=0.29<0.36
LINK/USD,8h,48,6,0.05,ternary,105,5275,0.7109004739336493,0.14635071090047394,0.14274881516587679,0.9875409836496534,5.078362573099415,False,2,2,0.5339181286549708,-0.20884576528162707,-4.122633444136108,0.3292740046838407,65.5,0,"wr=0.33<0.36, prof=0%<34%, sharpe=-4.12<0.2"
LINK/USD,8h,24,3,0.018,ternary,105,5275,0.5588625592417061,0.2195260663507109,0.22161137440758294,0.9952728835517557,4.4749004208965735,False,2,2,0.2795321637426901,0.053210592376890055,0.8371675016419153,0.4058488612836439,98.5,1,acc=0.28<0.36
LINK/USD,8h,36,4,0.035,ternary,105,5275,0.6779146919431279,0.16303317535545023,0.1590521327014218,0.987639788149029,4.119298245614036,False,2,2,0.4859649122807018,-0.06805437196313915,-1.5135846570151377,0.31836091410559497,60.5,0,"wr=0.32<0.36, prof=0%<34%, sharpe=-1.51<0.2"
LINK/USD,8h,36,4,0.008,ternary,105,5275,0.322654028436019,0.334218009478673,0.34312796208530805,0.9868457878727648,3.759963573530098,False,2,2,0.3631578947368421,-0.06871890572386964,-1.576972160631054,0.36978704525288375,95.0,1,sharpe=-1.58<0.2
LINK/USD,8h,48,6,0.018,ternary,105,5275,0.4081516587677725,0.29118483412322277,0.30066350710900475,0.9839846252672906,3.179659832246039,False,2,2,0.3005847953216374,-0.11111285193850881,-1.530971605143832,0.3753106554830693,113.5,1,"acc=0.30<0.36, sharpe=-1.53<0.2"
LINK/USD,8h,48,6,0.008,ternary,105,5275,0.2619905213270142,0.36265402843601896,0.3753554502369668,0.982789622422498,2.8752651402517593,False,2,2,0.4064327485380117,-0.07659002432058806,-1.1026912647637155,0.3531073446327684,68.5,0,"wr=0.35<0.36, prof=0%<34%, sharpe=-1.10<0.2"
LINK/USD,8h,24,3,0.008,ternary,105,5275,0.3651184834123223,0.31450236966824646,0.32037914691943126,0.990743505538617,2.8060728744939265,False,2,2,0.3099415204678363,-0.14503194188820226,-2.5192971474879142,0.3504048582995951,86.5,1,"acc=0.31<0.36, wr=0.35<0.36, sharpe=-2.52<0.2"
LINK/USD,8h,48,6,0.025,ternary,105,5275,0.49023696682464457,0.25251184834123225,0.25725118483412324,0.9907028635362746,1.6883928571428568,False,2,2,0.2625730994152047,-0.15420691407875284,-2.3083195856686425,0.37589285714285714,116.5,0,"acc=0.26<0.36, prof=0%<34%, sharpe=-2.31<0.2"
LINK/USD,8h,24,3,0.025,ternary,105,5275,0.6422748815165876,0.18009478672985782,0.1776303317535545,0.9931107578358986,1.6449561403508766,False,2,2,0.34912280701754383,-0.1638157929875535,-2.8321913521971718,0.34750000000000003,82.0,0,"acc=0.35<0.36, wr=0.35<0.36, prof=0%<34%, sharpe=-2.83<0.2"
LINK/USD,8h,8,1,0.008,ternary,105,5275,0.6036018957345971,0.19563981042654027,0.20075829383886257,0.9870875179665773,1.4111111111111108,False,2,2,0.291812865497076,-0.12467048507391937,-1.8710858531668952,0.3574074074074074,94.0,0,"acc=0.29<0.36, wr=0.36<0.36, prof=0%<34%, sharpe=-1.87<0.2"
LINK/USD,8h,48,6,0.035,ternary,105,5275,0.5922274881516588,0.2060663507109005,0.20170616113744075,0.989307298956952,1.0946428571428573,False,2,2,0.2760233918128655,-0.11895015085959704,-1.97036361682613,0.33630952380952384,102.5,0,"acc=0.28<0.36, wr=0.34<0.36, prof=0%<34%, sharpe=-1.97<0.2"
